datetime,machineID,errorID
10/3/2015 6:00,3,error2
10/3/2015 6:00,3,error3
10/23/2015 14:00,3,error3
10/31/2015 23:00,3,error2
11/7/2015 15:00,3,error4
11/20/2015 23:00,3,error1
12/2/2015 6:00,3,error2
12/2/2015 6:00,3,error3
12/19/2015 22:00,3,error5
12/25/2015 12:00,3,error1
1/4/2015 3:00,4,error3
1/6/2015 1:00,4,error1
1/11/2015 14:00,4,error3
1/13/2015 18:00,4,error2
1/14/2015 21:00,4,error1
1/16/2015 6:00,4,error2
1/16/2015 6:00,4,error3
2/12/2015 15:00,4,error2
2/15/2015 6:00,4,error1
2/27/2015 9:00,4,error1
3/19/2015 5:00,4,error2
3/22/2015 22:00,4,error1
4/1/2015 6:00,4,error2
4/1/2015 6:00,4,error3
4/6/2015 14:00,4,error1
5/3/2015 17:00,4,error2
6/23/2015 8:00,4,error2
7/15/2015 6:00,4,error2
7/15/2015 6:00,4,error3
7/24/2015 5:00,4,error2
7/27/2015 17:00,4,error4
8/10/2015 6:00,4,error4
8/29/2015 6:00,4,error1
9/5/2015 6:00,4,error2
10/10/2015 7:00,4,error1
10/13/2015 6:00,4,error2
10/13/2015 6:00,4,error3
10/17/2015 20:00,4,error1
10/28/2015 16:00,4,error3
11/12/2015 16:00,4,error3
12/4/2015 6:00,4,error1
1/8/2015 6:00,5,error2
1/8/2015 6:00,5,error3
1/31/2015 19:00,5,error1
2/22/2015 6:00,5,error1
2/24/2015 14:00,5,error3
3/9/2015 10:00,5,error2
3/18/2015 22:00,5,error1
3/21/2015 15:00,5,error4
3/21/2015 16:00,5,error2
4/6/2015 2:00,5,error5
4/8/2015 6:00,5,error1
5/8/2015 15:00,5,error1
5/17/2015 0:00,5,error1
6/1/2015 22:00,5,error1
6/5/2015 1:00,5,error4
6/12/2015 18:00,5,error3
6/22/2015 6:00,5,error2
6/22/2015 6:00,5,error3
6/23/2015 12:00,5,error3
7/12/2015 22:00,5,error1
7/16/2015 4:00,5,error3
7/26/2015 8:00,5,error1
7/29/2015 9:00,5,error4
8/11/2015 2:00,5,error4
8/19/2015 12:00,5,error2
8/30/2015 3:00,5,error2
9/5/2015 6:00,5,error1
9/6/2015 6:00,5,error5
9/27/2015 20:00,5,error1
10/5/2015 6:00,5,error2
10/5/2015 6:00,5,error3
11/19/2015 6:00,5,error1
12/4/2015 2:00,5,error1
12/4/2015 18:00,5,error5
12/15/2015 16:00,5,error1
12/20/2015 5:00,5,error4
12/21/2015 9:00,5,error4
12/30/2015 9:00,5,error2
1/14/2015 12:00,6,error2
1/26/2015 12:00,6,error1
2/3/2015 22:00,6,error2
3/29/2015 20:00,6,error4
4/5/2015 21:00,6,error1
4/23/2015 16:00,6,error3
4/25/2015 16:00,6,error1
5/1/2015 22:00,6,error2
5/24/2015 8:00,6,error5
6/1/2015 1:00,6,error2
6/3/2015 7:00,6,error2
8/11/2015 4:00,6,error2
8/20/2015 6:00,6,error4
9/14/2015 10:00,6,error2
9/18/2015 20:00,6,error1
9/26/2015 8:00,6,error2
10/5/2015 21:00,6,error1
10/15/2015 16:00,6,error3
10/21/2015 22:00,6,error1
10/23/2015 19:00,6,error2
11/13/2015 3:00,6,error1
12/7/2015 6:00,6,error4
12/10/2015 22:00,6,error3
1/17/2015 20:00,7,error1
1/21/2015 7:00,7,error3
1/23/2015 6:00,7,error2
1/23/2015 6:00,7,error3
1/23/2015 6:00,7,error5
2/7/2015 6:00,7,error1
3/9/2015 18:00,7,error4
3/10/2015 22:00,7,error2
3/21/2015 5:00,7,error3
3/27/2015 22:00,7,error2
4/12/2015 8:00,7,error1
4/23/2015 6:00,7,error1
4/23/2015 9:00,7,error4
5/8/2015 6:00,7,error5
5/13/2015 11:00,7,error2
5/23/2015 6:00,7,error2
5/23/2015 6:00,7,error3
6/24/2015 8:00,7,error3
6/29/2015 0:00,7,error1
7/7/2015 6:00,7,error2
7/7/2015 6:00,7,error3
7/13/2015 5:00,7,error2
8/7/2015 18:00,7,error2
8/9/2015 6:00,7,error3
8/11/2015 12:00,7,error1
8/30/2015 22:00,7,error4
9/8/2015 19:00,7,error2
9/17/2015 18:00,7,error1
9/20/2015 6:00,7,error5
9/22/2015 19:00,7,error2
10/13/2015 8:00,7,error4
10/20/2015 6:00,7,error2
10/20/2015 6:00,7,error3
10/31/2015 10:00,7,error2
11/18/2015 14:00,7,error3
11/24/2015 22:00,7,error3
12/9/2015 11:00,7,error2
12/16/2015 13:00,7,error3
12/19/2015 6:00,7,error1
1/5/2015 5:00,8,error2
1/7/2015 7:00,8,error1
1/15/2015 2:00,8,error1
2/3/2015 6:00,8,error1
2/3/2015 23:00,8,error4
2/16/2015 17:00,8,error3
2/20/2015 23:00,8,error3
3/6/2015 6:00,8,error2
3/6/2015 6:00,8,error3
3/21/2015 6:00,8,error5
3/26/2015 16:00,8,error2
4/6/2015 7:00,8,error2
4/20/2015 6:00,8,error2
4/20/2015 6:00,8,error3
4/30/2015 22:00,8,error2
5/8/2015 8:00,8,error1
5/28/2015 1:00,8,error2
6/9/2015 12:00,8,error3
6/28/2015 20:00,8,error4
7/2/2015 10:00,8,error2
7/4/2015 17:00,8,error2
8/3/2015 6:00,8,error5
8/14/2015 11:00,8,error3
8/24/2015 9:00,8,error2
9/18/2015 11:00,8,error3
10/7/2015 19:00,8,error4
10/10/2015 6:00,8,error4
10/15/2015 2:00,8,error3
10/17/2015 6:00,8,error5
10/30/2015 17:00,8,error5
11/3/2015 8:00,8,error5
11/15/2015 22:00,8,error2
11/18/2015 22:00,8,error3
11/19/2015 10:00,8,error2
12/15/2015 3:00,8,error2
12/16/2015 19:00,8,error4
12/19/2015 11:00,8,error4
12/23/2015 7:00,8,error4
12/23/2015 17:00,8,error2
12/24/2015 7:00,8,error4
12/30/2015 21:00,8,error4
1/1/2016 5:00,8,error3
1/4/2015 4:00,9,error4
1/5/2015 20:00,9,error3
1/25/2015 2:00,9,error1
2/18/2015 20:00,9,error2
3/3/2015 6:00,9,error1
3/9/2015 11:00,9,error1
3/22/2015 8:00,9,error3
4/1/2015 5:00,9,error4
4/10/2015 12:00,9,error5
4/29/2015 4:00,9,error1
6/5/2015 11:00,9,error2
6/14/2015 13:00,9,error4
6/16/2015 6:00,9,error2
6/16/2015 6:00,9,error3
6/17/2015 23:00,9,error4
6/19/2015 13:00,9,error1
6/22/2015 0:00,9,error4
7/1/2015 6:00,9,error1
7/16/2015 6:00,9,error2
7/16/2015 6:00,9,error3
7/30/2015 9:00,9,error3
8/8/2015 8:00,9,error4
8/16/2015 5:00,9,error1
8/18/2015 13:00,9,error4
8/18/2015 15:00,9,error1
8/30/2015 6:00,9,error2
8/30/2015 6:00,9,error3
9/14/2015 6:00,9,error1
10/12/2015 1:00,9,error2
10/14/2015 6:00,9,error2
10/14/2015 6:00,9,error3
11/13/2015 6:00,9,error1
11/19/2015 4:00,9,error3
11/22/2015 14:00,9,error3
11/24/2015 14:00,9,error3
12/1/2015 3:00,9,error2
12/13/2015 6:00,9,error2
12/13/2015 6:00,9,error3
12/13/2015 7:00,9,error4
12/27/2015 10:00,9,error2
1/1/2015 20:00,10,error1
1/6/2015 4:00,10,error3
1/18/2015 6:00,10,error2
1/18/2015 6:00,10,error3
1/22/2015 5:00,10,error1
1/29/2015 3:00,10,error4
2/10/2015 0:00,10,error1
2/11/2015 3:00,10,error1
2/12/2015 23:00,10,error5
2/13/2015 10:00,10,error3
3/4/2015 0:00,10,error2
3/5/2015 15:00,10,error3
3/18/2015 11:00,10,error1
3/21/2015 14:00,10,error4
3/26/2015 8:00,10,error1
4/3/2015 6:00,10,error2
4/3/2015 6:00,10,error3
4/6/2015 5:00,10,error2
4/14/2015 0:00,10,error3
4/14/2015 9:00,10,error1
5/18/2015 6:00,10,error2
5/18/2015 6:00,10,error3
5/31/2015 3:00,10,error1
6/2/2015 6:00,10,error1
6/12/2015 12:00,10,error4
6/16/2015 6:00,10,error1
6/17/2015 6:00,10,error2
6/17/2015 6:00,10,error3
7/1/2015 14:00,10,error3
7/25/2015 16:00,10,error3
7/29/2015 4:00,10,error5
8/6/2015 7:00,10,error2
8/10/2015 4:00,10,error3
8/17/2015 8:00,10,error4
9/10/2015 11:00,10,error1
9/14/2015 17:00,10,error1
9/18/2015 5:00,10,error1
10/5/2015 0:00,10,error1
10/27/2015 13:00,10,error3
10/31/2015 18:00,10,error1
11/9/2015 17:00,10,error1
11/21/2015 6:00,10,error3
12/8/2015 21:00,10,error2
12/17/2015 9:00,10,error1
12/23/2015 13:00,10,error2
1/19/2015 6:00,11,error2
1/19/2015 6:00,11,error3
2/15/2015 1:00,11,error4
2/18/2015 6:00,11,error4
2/26/2015 23:00,11,error4
3/20/2015 7:00,11,error3
4/8/2015 2:00,11,error1
4/12/2015 12:00,11,error3
4/15/2015 2:00,11,error1
4/19/2015 6:00,11,error2
4/19/2015 6:00,11,error3
4/19/2015 6:00,11,error4
5/10/2015 22:00,11,error4
5/25/2015 23:00,11,error1
6/8/2015 8:00,11,error3
6/16/2015 8:00,11,error1
6/17/2015 2:00,11,error2
6/21/2015 13:00,11,error4
7/15/2015 0:00,11,error2
7/18/2015 7:00,11,error2
8/20/2015 14:00,11,error3
8/25/2015 22:00,11,error2
8/26/2015 16:00,11,error4
9/4/2015 13:00,11,error4
9/13/2015 4:00,11,error1
9/29/2015 17:00,11,error4
10/1/2015 6:00,11,error4
10/8/2015 1:00,11,error3
10/11/2015 7:00,11,error1
10/20/2015 16:00,11,error1
11/2/2015 13:00,11,error4
11/3/2015 17:00,11,error2
11/8/2015 8:00,11,error3
11/14/2015 9:00,11,error2
12/4/2015 1:00,11,error2
12/11/2015 10:00,11,error2
12/15/2015 6:00,11,error4
12/15/2015 21:00,11,error2
12/17/2015 3:00,11,error3
1/6/2015 6:00,12,error1
1/6/2015 6:00,12,error2
1/6/2015 6:00,12,error3
1/16/2015 20:00,12,error3
2/6/2015 13:00,12,error2
3/14/2015 15:00,12,error2
3/22/2015 6:00,12,error2
3/22/2015 6:00,12,error3
4/3/2015 5:00,12,error3
4/5/2015 0:00,12,error4
4/10/2015 17:00,12,error2
4/25/2015 19:00,12,error3
4/26/2015 5:00,12,error4
5/4/2015 3:00,12,error2
5/14/2015 10:00,12,error1
5/29/2015 12:00,12,error2
6/13/2015 10:00,12,error3
6/28/2015 19:00,12,error3
7/5/2015 6:00,12,error1
7/15/2015 2:00,12,error5
7/17/2015 9:00,12,error2
7/22/2015 18:00,12,error5
8/5/2015 5:00,12,error2
8/16/2015 17:00,12,error2
8/28/2015 20:00,12,error2
9/3/2015 6:00,12,error1
9/4/2015 20:00,12,error2
9/20/2015 5:00,12,error4
9/30/2015 12:00,12,error1
10/1/2015 15:00,12,error2
10/3/2015 0:00,12,error4
10/3/2015 6:00,12,error2
10/3/2015 6:00,12,error3
10/3/2015 22:00,12,error2
10/8/2015 23:00,12,error1
10/9/2015 22:00,12,error1
11/4/2015 22:00,12,error1
11/5/2015 5:00,12,error1
11/27/2015 0:00,12,error3
11/28/2015 23:00,12,error2
12/12/2015 16:00,12,error4
1/10/2015 4:00,13,error5
1/13/2015 21:00,13,error3
1/26/2015 9:00,13,error2
1/27/2015 7:00,13,error1
1/28/2015 20:00,13,error1
2/10/2015 20:00,13,error1
2/13/2015 10:00,13,error4
2/14/2015 5:00,13,error2
2/25/2015 20:00,13,error3
3/10/2015 18:00,13,error3
3/20/2015 16:00,13,error3
4/6/2015 23:00,13,error2
4/10/2015 6:00,13,error4
4/10/2015 6:00,13,error5
4/13/2015 18:00,13,error4
5/5/2015 9:00,13,error4
6/9/2015 6:00,13,error4
6/24/2015 6:00,13,error5
7/9/2015 6:00,13,error2
7/9/2015 6:00,13,error3
7/29/2015 4:00,13,error3
8/4/2015 18:00,13,error2
8/8/2015 6:00,13,error2
8/8/2015 6:00,13,error3
8/23/2015 6:00,13,error1
8/23/2015 6:00,13,error4
8/25/2015 15:00,13,error3
9/3/2015 20:00,13,error4
9/18/2015 22:00,13,error1
9/22/2015 6:00,13,error5
9/29/2015 12:00,13,error4
10/4/2015 7:00,13,error1
10/22/2015 6:00,13,error1
10/23/2015 18:00,13,error5
11/6/2015 7:00,13,error1
11/26/2015 3:00,13,error1
12/6/2015 6:00,13,error5
12/13/2015 17:00,13,error5
12/21/2015 6:00,13,error1
12/21/2015 6:00,13,error2
12/21/2015 6:00,13,error3
12/21/2015 8:00,13,error1
1/1/2015 8:00,14,error4
1/3/2015 16:00,14,error1
1/24/2015 17:00,14,error4
1/27/2015 11:00,14,error4
1/30/2015 6:00,14,error2
1/30/2015 6:00,14,error3
2/9/2015 20:00,14,error2
2/18/2015 21:00,14,error5
2/19/2015 17:00,14,error5
3/1/2015 6:00,14,error1
3/7/2015 9:00,14,error1
3/7/2015 17:00,14,error2
3/16/2015 18:00,14,error2
3/17/2015 7:00,14,error2
4/17/2015 4:00,14,error2
4/20/2015 1:00,14,error5
5/11/2015 5:00,14,error3
5/12/2015 4:00,14,error3
5/31/2015 5:00,14,error5
6/2/2015 20:00,14,error4
6/19/2015 8:00,14,error2
6/25/2015 2:00,14,error1
6/26/2015 17:00,14,error2
7/14/2015 6:00,14,error1
7/14/2015 8:00,14,error3
7/29/2015 6:00,14,error2
7/29/2015 6:00,14,error3
8/14/2015 12:00,14,error4
8/22/2015 13:00,14,error4
8/28/2015 10:00,14,error3
9/20/2015 18:00,14,error2
10/2/2015 18:00,14,error3
10/13/2015 11:00,14,error1
10/21/2015 10:00,14,error3
11/30/2015 14:00,14,error1
12/17/2015 0:00,14,error5
12/22/2015 1:00,14,error2
12/23/2015 12:00,14,error1
1/13/2015 23:00,15,error4
1/14/2015 6:00,15,error3
1/19/2015 6:00,15,error2
1/19/2015 6:00,15,error3
1/19/2015 6:00,15,error5
1/22/2015 23:00,15,error1
2/11/2015 2:00,15,error2
2/14/2015 0:00,15,error1
3/21/2015 23:00,15,error1
3/24/2015 20:00,15,error1
3/28/2015 23:00,15,error2
4/6/2015 10:00,15,error5
4/12/2015 13:00,15,error4
4/23/2015 2:00,15,error2
5/10/2015 1:00,15,error1
5/30/2015 4:00,15,error4
6/1/2015 21:00,15,error1
6/2/2015 0:00,15,error2
6/3/2015 6:00,15,error1
6/11/2015 6:00,15,error4
6/17/2015 11:00,15,error2
6/18/2015 6:00,15,error2
6/22/2015 10:00,15,error1
6/24/2015 10:00,15,error1
7/3/2015 17:00,15,error4
7/5/2015 15:00,15,error2
7/5/2015 21:00,15,error2
7/7/2015 14:00,15,error1
7/22/2015 0:00,15,error2
8/2/2015 6:00,15,error1
8/9/2015 15:00,15,error4
9/1/2015 6:00,15,error2
9/23/2015 15:00,15,error3
10/2/2015 13:00,15,error3
10/5/2015 20:00,15,error3
10/7/2015 1:00,15,error1
10/7/2015 20:00,15,error4
10/15/2015 13:00,15,error4
10/26/2015 1:00,15,error2
10/31/2015 6:00,15,error2
10/31/2015 6:00,15,error3
10/31/2015 6:00,15,error5
11/6/2015 14:00,15,error1
11/11/2015 6:00,15,error3
11/13/2015 19:00,15,error2
11/14/2015 19:00,15,error4
11/19/2015 13:00,15,error1
11/20/2015 23:00,15,error4
11/22/2015 8:00,15,error3
12/21/2015 22:00,15,error3
12/30/2015 6:00,15,error5
1/16/2015 6:00,16,error1
2/9/2015 2:00,16,error3
2/13/2015 0:00,16,error1
2/22/2015 5:00,16,error1
2/27/2015 16:00,16,error3
3/2/2015 6:00,16,error4
3/10/2015 1:00,16,error3
3/10/2015 19:00,16,error5
3/13/2015 17:00,16,error5
3/25/2015 12:00,16,error2
4/1/2015 6:00,16,error1
4/10/2015 18:00,16,error1
4/22/2015 3:00,16,error3
4/22/2015 10:00,16,error1
4/28/2015 8:00,16,error4
4/28/2015 14:00,16,error1
5/16/2015 6:00,16,error4
5/21/2015 14:00,16,error1
5/28/2015 17:00,16,error2
5/31/2015 6:00,16,error2
5/31/2015 6:00,16,error3
6/15/2015 6:00,16,error1
6/22/2015 11:00,16,error3
6/30/2015 6:00,16,error2
6/30/2015 6:00,16,error3
6/30/2015 6:00,16,error4
7/7/2015 12:00,16,error2
7/7/2015 17:00,16,error3
7/7/2015 21:00,16,error4
8/1/2015 20:00,16,error4
8/5/2015 8:00,16,error1
8/14/2015 6:00,16,error4
9/22/2015 0:00,16,error1
9/24/2015 0:00,16,error1
10/4/2015 12:00,16,error3
10/13/2015 6:00,16,error4
11/26/2015 2:00,16,error3
11/27/2015 6:00,16,error2
11/27/2015 6:00,16,error3
12/7/2015 2:00,16,error1
12/16/2015 20:00,16,error3
1/15/2015 6:00,17,error4
1/26/2015 23:00,17,error2
2/4/2015 0:00,17,error3
2/13/2015 1:00,17,error2
2/14/2015 6:00,17,error2
2/14/2015 6:00,17,error3
2/17/2015 4:00,17,error2
3/4/2015 15:00,17,error1
3/6/2015 8:00,17,error4
3/10/2015 18:00,17,error3
3/16/2015 6:00,17,error4
3/22/2015 6:00,17,error1
3/27/2015 22:00,17,error2
3/31/2015 6:00,17,error2
3/31/2015 6:00,17,error3
3/31/2015 6:00,17,error5
4/16/2015 12:00,17,error1
4/29/2015 11:00,17,error4
5/15/2015 6:00,17,error1
5/19/2015 14:00,17,error4
5/24/2015 16:00,17,error3
6/10/2015 8:00,17,error1
6/14/2015 6:00,17,error4
7/14/2015 6:00,17,error2
7/14/2015 6:00,17,error3
7/16/2015 0:00,17,error3
7/24/2015 20:00,17,error2
7/25/2015 13:00,17,error4
7/28/2015 4:00,17,error2
7/29/2015 6:00,17,error1
8/1/2015 23:00,17,error1
8/8/2015 22:00,17,error3
8/13/2015 2:00,17,error1
8/28/2015 6:00,17,error5
9/4/2015 18:00,17,error1
9/6/2015 4:00,17,error2
9/9/2015 0:00,17,error2
9/16/2015 6:00,17,error5
9/21/2015 21:00,17,error3
10/7/2015 18:00,17,error1
10/11/2015 1:00,17,error2
10/16/2015 2:00,17,error2
10/18/2015 2:00,17,error4
10/27/2015 6:00,17,error4
10/27/2015 6:00,17,error5
11/25/2015 18:00,17,error2
11/26/2015 6:00,17,error2
11/26/2015 6:00,17,error3
12/26/2015 6:00,17,error1
1/6/2015 19:00,18,error1
1/7/2015 20:00,18,error5
1/10/2015 2:00,18,error5
1/24/2015 6:00,18,error1
1/29/2015 6:00,18,error5
2/13/2015 9:00,18,error4
2/16/2015 14:00,18,error1
3/7/2015 10:00,18,error2
3/10/2015 18:00,18,error4
3/25/2015 5:00,18,error4
3/25/2015 6:00,18,error1
3/25/2015 8:00,18,error2
3/30/2015 6:00,18,error1
4/2/2015 7:00,18,error3
4/12/2015 16:00,18,error4
5/12/2015 23:00,18,error5
5/14/2015 6:00,18,error5
5/15/2015 13:00,18,error2
5/15/2015 18:00,18,error3
5/19/2015 15:00,18,error2
5/24/2015 14:00,18,error4
6/6/2015 6:00,18,error1
6/18/2015 17:00,18,error2
6/19/2015 19:00,18,error1
6/28/2015 6:00,18,error2
6/28/2015 6:00,18,error3
6/29/2015 18:00,18,error1
7/5/2015 5:00,18,error2
7/6/2015 8:00,18,error3
7/28/2015 6:00,18,error2
7/28/2015 6:00,18,error3
7/29/2015 8:00,18,error2
7/30/2015 2:00,18,error1
8/1/2015 8:00,18,error3
8/27/2015 6:00,18,error5
9/8/2015 12:00,18,error4
9/11/2015 6:00,18,error2
9/11/2015 6:00,18,error3
10/6/2015 0:00,18,error4
10/9/2015 14:00,18,error3
10/23/2015 12:00,18,error5
10/26/2015 6:00,18,error5
10/31/2015 13:00,18,error1
11/9/2015 12:00,18,error3
11/20/2015 9:00,18,error2
12/21/2015 8:00,18,error4
1/2/2015 4:00,19,error2
1/12/2015 6:00,19,error1
1/23/2015 23:00,19,error4
1/24/2015 6:00,19,error2
2/26/2015 6:00,19,error5
3/1/2015 13:00,19,error4
3/15/2015 12:00,19,error4
3/23/2015 3:00,19,error1
4/4/2015 10:00,19,error2
4/12/2015 6:00,19,error5
4/18/2015 4:00,19,error1
5/12/2015 1:00,19,error2
6/18/2015 3:00,19,error4
6/26/2015 6:00,19,error5
7/11/2015 21:00,19,error4
7/16/2015 5:00,19,error4
8/2/2015 15:00,19,error2
8/6/2015 12:00,19,error1
9/6/2015 14:00,19,error2
9/9/2015 6:00,19,error5
9/25/2015 13:00,19,error4
9/28/2015 16:00,19,error3
10/7/2015 10:00,19,error2
11/4/2015 17:00,19,error1
11/23/2015 6:00,19,error5
12/8/2015 6:00,19,error1
12/10/2015 23:00,19,error1
12/22/2015 16:00,19,error3
1/3/2015 6:00,20,error2
1/3/2015 6:00,20,error3
1/18/2015 6:00,20,error5
1/19/2015 16:00,20,error1
2/1/2015 2:00,20,error2
2/2/2015 6:00,20,error4
2/3/2015 23:00,20,error4
2/4/2015 22:00,20,error2
2/16/2015 23:00,20,error1
2/17/2015 20:00,20,error3
2/23/2015 14:00,20,error3
2/24/2015 2:00,20,error4
3/19/2015 6:00,20,error2
3/19/2015 6:00,20,error3
4/3/2015 6:00,20,error4
4/9/2015 19:00,20,error4
4/12/2015 12:00,20,error1
4/14/2015 9:00,20,error2
4/18/2015 6:00,20,error5
4/28/2015 6:00,20,error3
5/5/2015 0:00,20,error4
5/7/2015 22:00,20,error4
5/16/2015 2:00,20,error1
5/26/2015 4:00,20,error1
6/1/2015 4:00,20,error3
6/4/2015 15:00,20,error5
7/7/2015 1:00,20,error1
7/11/2015 5:00,20,error1
7/17/2015 6:00,20,error1
8/11/2015 21:00,20,error2
8/16/2015 1:00,20,error3
8/16/2015 6:00,20,error5
9/30/2015 6:00,20,error2
9/30/2015 6:00,20,error3
10/5/2015 0:00,20,error5
10/12/2015 10:00,20,error4
10/25/2015 1:00,20,error2
10/30/2015 6:00,20,error4
11/11/2015 7:00,20,error4
11/14/2015 6:00,20,error2
11/14/2015 6:00,20,error3
12/13/2015 6:00,20,error1
12/14/2015 6:00,20,error1
12/23/2015 10:00,20,error2
12/27/2015 17:00,20,error4
12/29/2015 6:00,20,error5
12/30/2015 0:00,20,error3
1/22/2015 6:00,21,error4
2/16/2015 8:00,21,error2
3/16/2015 15:00,21,error2
4/7/2015 6:00,21,error5
4/8/2015 8:00,21,error1
4/26/2015 18:00,21,error1
5/7/2015 6:00,21,error1
5/13/2015 5:00,21,error4
6/18/2015 18:00,21,error2
6/23/2015 9:00,21,error1
6/26/2015 19:00,21,error2
7/9/2015 21:00,21,error4
8/5/2015 6:00,21,error2
8/5/2015 6:00,21,error3
8/5/2015 6:00,21,error5
8/9/2015 5:00,21,error1
8/22/2015 21:00,21,error2
8/28/2015 2:00,21,error2
9/4/2015 6:00,21,error4
9/6/2015 8:00,21,error2
9/7/2015 22:00,21,error3
9/19/2015 6:00,21,error5
10/4/2015 6:00,21,error2
10/4/2015 6:00,21,error3
10/5/2015 13:00,21,error4
10/9/2015 17:00,21,error1
10/22/2015 17:00,21,error1
11/1/2015 7:00,21,error3
11/3/2015 6:00,21,error5
11/5/2015 2:00,21,error2
11/6/2015 8:00,21,error2
11/8/2015 19:00,21,error4
11/12/2015 1:00,21,error4
11/26/2015 19:00,21,error2
12/3/2015 6:00,21,error2
12/3/2015 6:00,21,error3
12/7/2015 7:00,21,error1
12/18/2015 6:00,21,error4
12/21/2015 15:00,21,error1
12/26/2015 11:00,21,error4
1/12/2015 23:00,22,error1
1/13/2015 1:00,22,error4
1/18/2015 1:00,22,error3
1/19/2015 21:00,22,error5
1/22/2015 5:00,22,error1
1/28/2015 3:00,22,error3
2/4/2015 17:00,22,error5
2/5/2015 6:00,22,error4
2/19/2015 9:00,22,error1
3/22/2015 6:00,22,error2
3/22/2015 6:00,22,error3
3/22/2015 6:00,22,error5
3/22/2015 22:00,22,error4
3/28/2015 15:00,22,error3
4/1/2015 13:00,22,error3
4/6/2015 6:00,22,error4
4/21/2015 6:00,22,error2
4/21/2015 6:00,22,error3
4/22/2015 22:00,22,error1
4/27/2015 22:00,22,error2
4/28/2015 0:00,22,error3
5/17/2015 14:00,22,error5
5/21/2015 6:00,22,error1
5/21/2015 6:00,22,error4
6/20/2015 6:00,22,error5
6/21/2015 22:00,22,error3
7/5/2015 6:00,22,error2
7/5/2015 6:00,22,error3
7/5/2015 21:00,22,error4
7/7/2015 19:00,22,error4
7/19/2015 8:00,22,error1
8/4/2015 6:00,22,error5
8/9/2015 0:00,22,error3
8/18/2015 7:00,22,error1
8/19/2015 6:00,22,error4
8/19/2015 12:00,22,error4
8/20/2015 18:00,22,error4
8/23/2015 22:00,22,error4
8/27/2015 2:00,22,error2
8/30/2015 10:00,22,error4
9/18/2015 6:00,22,error2
9/18/2015 6:00,22,error3
9/25/2015 0:00,22,error2
9/30/2015 9:00,22,error4
10/19/2015 13:00,22,error1
10/23/2015 6:00,22,error1
10/30/2015 6:00,22,error5
11/2/2015 6:00,22,error4
11/4/2015 16:00,22,error4
11/11/2015 12:00,22,error4
11/17/2015 6:00,22,error5
